23.000000,10.000000,16.221909
23.000000,510.000000,119.448955
23.000000,1010.000000,168.148790
23.000000,1510.000000,205.620976
23.000000,2010.000000,237.246619
23.000000,2510.000000,265.126255
23.000000,3010.000000,290.341014
23.000000,3510.000000,313.534492
23.000000,4010.000000,335.126620
23.000000,4510.000000,355.409377
23.000000,5010.000000,374.595514
23.000000,5510.000000,392.845737
23.000000,6010.000000,410.284958
23.000000,6510.000000,427.012553
23.000000,7010.000000,443.109123
23.000000,7510.000000,458.641111
23.000000,8010.000000,473.664061
23.000000,8510.000000,488.224965
23.000000,9010.000000,502.364002
23.000000,9510.000000,516.115844
23.000000,10010.000000,529.510659
23.000000,10510.000000,542.574891
23.000000,11010.000000,555.331870
23.000000,11510.000000,567.802307
23.000000,12010.000000,580.004685
23.000000,12510.000000,591.955580
23.000000,13010.000000,603.669928
23.000000,13510.000000,615.161244
23.000000,14010.000000,626.441801
23.000000,14510.000000,637.522787
23.000000,15010.000000,648.414434
23.000000,15510.000000,659.126128
23.000000,16010.000000,669.666504
23.000000,16510.000000,680.043529
23.000000,17010.000000,690.264569
23.000000,17510.000000,700.336454
23.300000,10.000000,12.487982
23.300000,510.000000,92.041260
23.300000,1010.000000,129.568153
23.300000,1510.000000,158.443124
23.300000,2010.000000,182.812861
23.300000,2510.000000,204.296014
23.300000,3010.000000,223.725681
23.300000,3510.000000,241.597806
23.300000,4010.000000,258.235976
23.300000,4510.000000,273.865184
23.300000,5010.000000,288.649370
23.300000,5510.000000,302.712369
23.300000,6010.000000,316.150436
23.300000,6510.000000,329.040146
23.300000,7010.000000,341.443608
23.300000,7510.000000,353.412022
23.300000,8010.000000,364.988188
23.300000,8510.000000,376.208316
23.300000,9010.000000,387.103367
23.300000,9510.000000,397.700058
23.300000,10010.000000,408.021637
23.300000,10510.000000,418.088479
23.300000,11010.000000,427.918562
23.300000,11510.000000,437.527845
23.300000,12010.000000,446.930571
23.300000,12510.000000,456.139513
23.300000,13010.000000,465.166180
23.300000,13510.000000,474.020985
23.300000,14010.000000,482.713387
23.300000,14510.000000,491.252007
23.300000,15010.000000,499.644728
23.300000,15510.000000,507.898783
23.300000,16010.000000,516.020827
23.300000,16510.000000,524.016997
23.300000,17010.000000,531.892971
23.300000,17510.000000,539.654012
23.600000,10.000000,9.582271
23.600000,510.000000,70.678433
23.600000,1010.000000,99.496108
23.600000,1510.000000,121.669688
23.600000,2010.000000,140.383586
23.600000,2510.000000,156.880814
23.600000,3010.000000,171.801131
23.600000,3510.000000,185.525382
23.600000,4010.000000,198.302058
23.600000,4510.000000,210.303935
23.600000,5010.000000,221.656906
23.600000,5510.000000,232.456066
23.600000,6010.000000,242.775332
23.600000,6510.000000,252.673506
23.600000,7010.000000,262.198283
23.600000,7510.000000,271.388980
23.600000,8010.000000,280.278464
23.600000,8510.000000,288.894542
23.600000,9010.000000,297.260989
23.600000,9510.000000,305.398321
23.600000,10010.000000,313.324390
23.600000,10510.000000,321.054843
23.600000,11010.000000,328.603486
23.600000,11510.000000,335.982574
23.600000,12010.000000,343.203044
23.600000,12510.000000,350.274704
23.600000,13010.000000,357.206393
23.600000,13510.000000,364.006107
23.600000,14010.000000,370.681110
23.600000,14510.000000,377.238021
23.600000,15010.000000,383.682894
23.600000,15510.000000,390.021284
23.600000,16010.000000,396.258301
23.600000,16510.000000,402.398658
23.600000,17010.000000,408.446715
23.600000,17510.000000,414.406513
23.900000,10.000000,7.333661
23.900000,510.000000,54.125126
23.900000,1010.000000,76.194012
23.900000,1510.000000,93.174715
23.900000,2010.000000,107.505944
23.900000,2510.000000,120.139622
23.900000,3010.000000,131.565685
23.900000,3510.000000,142.075791
23.900000,4010.000000,151.860236
23.900000,4510.000000,161.051334
23.900000,5010.000000,169.745495
23.900000,5510.000000,178.015544
23.900000,6010.000000,185.918086
23.900000,6510.000000,193.498154
23.900000,7010.000000,200.792273
23.900000,7510.000000,207.830550
23.900000,8010.000000,214.638157
23.900000,8510.000000,221.236388
23.900000,9010.000000,227.643450
23.900000,9510.000000,233.875055
23.900000,10010.000000,239.944874
23.900000,10510.000000,245.864888
23.900000,11010.000000,251.645672
23.900000,11510.000000,257.296609
23.900000,12010.000000,262.826076
23.900000,12510.000000,268.241583
23.900000,13010.000000,273.549901
23.900000,13510.000000,278.757151
23.900000,14010.000000,283.868896
23.900000,14510.000000,288.890206
23.900000,15010.000000,293.825717
23.900000,15510.000000,298.679683
23.900000,16010.000000,303.456016
23.900000,16510.000000,308.158327
23.900000,17010.000000,312.789955
23.900000,17510.000000,317.353993
24.200000,10.000000,5.601308
24.200000,510.000000,41.359090
24.200000,1010.000000,58.223063
24.200000,1510.000000,71.198855
24.200000,2010.000000,82.150040
24.200000,2510.000000,91.804038
24.200000,3010.000000,100.535236
24.200000,3510.000000,108.566505
24.200000,4010.000000,116.043260
24.200000,4510.000000,123.066611
24.200000,5010.000000,129.710227
24.200000,5510.000000,136.029759
24.200000,6010.000000,142.068462
24.200000,6510.000000,147.860746
24.200000,7010.000000,153.434522
24.200000,7510.000000,158.812798
24.200000,8010.000000,164.014808
24.200000,8510.000000,169.056824
24.200000,9010.000000,173.952758
24.200000,9510.000000,178.714617
24.200000,10010.000000,183.352848
24.200000,10510.000000,187.876607
24.200000,11010.000000,192.293972
24.200000,11510.000000,196.612116
24.200000,12010.000000,200.837438
24.200000,12510.000000,204.975679
24.200000,13010.000000,209.032010
24.200000,13510.000000,213.011112
24.200000,14010.000000,216.917233
24.200000,14510.000000,220.754249
24.200000,15010.000000,224.525702
24.200000,15510.000000,228.234842
24.200000,16010.000000,231.884660
24.200000,16510.000000,235.477914
24.200000,17010.000000,239.017155
24.200000,17510.000000,242.504748
24.500000,10.000000,4.271385
24.500000,510.000000,31.550665
24.500000,1010.000000,44.415470
24.500000,1510.000000,54.314126
24.500000,2010.000000,62.668290
24.500000,2510.000000,70.032886
24.500000,3010.000000,76.693517
24.500000,3510.000000,82.820203
24.500000,4010.000000,88.523876
24.500000,4510.000000,93.881665
24.500000,5010.000000,98.949773
24.500000,5510.000000,103.770652
24.500000,6010.000000,108.377298
24.500000,6510.000000,112.795963
24.500000,7010.000000,117.047938
24.500000,7510.000000,121.150775
24.500000,8010.000000,125.119146
24.500000,8510.000000,128.965466
24.500000,9010.000000,132.700346
24.500000,9510.000000,136.332947
24.500000,10010.000000,139.871237
24.500000,10510.000000,143.322202
24.500000,11010.000000,146.692004
24.500000,11510.000000,149.986115
24.500000,12010.000000,153.209416
24.500000,12510.000000,156.366287
24.500000,13010.000000,159.460673
24.500000,13510.000000,162.496144
24.500000,14010.000000,165.475942
24.500000,14510.000000,168.403022
24.500000,15010.000000,171.280087
24.500000,15510.000000,174.109617
24.500000,16010.000000,176.893893
24.500000,16510.000000,179.635019
24.500000,17010.000000,182.334941
24.500000,17510.000000,184.995462
24.800000,10.000000,3.253223
24.800000,510.000000,24.036764
24.800000,1010.000000,33.837873
24.800000,1510.000000,41.379193
24.800000,2010.000000,47.743834
24.800000,2510.000000,53.354567
24.800000,3010.000000,58.428982
24.800000,3510.000000,63.096609
